IDCode,Section Sum,mjon1,mjon2,mjon3,mjon4,mjon5,mjon6,mjon7,mjon8,mjon9,mjon10,mjon11,mjon12,mjon13,mjon14,mjon15,mjon16,mjon17,mjon18,mjon19,mjon20,mjon21,mjon22,mjon23,mjon24,mjon25,mjon26,mjon27,mjon28,mjon29,mjon30,mjon31,mjon32,mjon33,mjon34,mjon35,mjon36
0127GaLag,118,4,3,4,4,4,4,4,4,2,3,2,2,2,3,4,3,4,3,4,3,4,3,4,2,3,3,4,5,4,2,2,2,5,4,2,3
0405ToMon,94,1,2,4,2,3,2,2,2,3,1,2,2,2,1,1,1,3,1,3,3,1,4,4,4,4,3,3,3,3,3,3,4,4,3,3,4
1013LgTHS,79,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,3,4,4,5,4,4,5,1,4,5
1018daove,101,2,2,4,3,3,3,3,3,4,2,4,2,4,2,1,1,3,3,3,3,2,3,2,3,3,3,3,2,4,2,4,3,3,2,3,4
0516kacor,107,2,3,4,3,2,2,3,3,4,3,2,2,4,1,1,1,3,2,2,3,1,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3
0302KiMon,112,4,5,5,4,4,5,5,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2
1011MiLak,89,1,1,1,2,2,2,3,2,2,1,1,1,1,1,2,1,3,1,2,2,2,3,4,3,4,4,3,3,4,4,4,3,4,4,4,4
1111heche,107,3,3,4,3,3,3,3,3,1,2,3,1,2,1,5,4,5,1,4,4,4,2,3,2,3,2,3,3,3,4,5,3,4,3,2,3
1113ChPea,87,1,1,1,1,1,1,1,2,3,1,1,2,2,1,1,1,2,1,1,2,1,3,4,4,4,4,4,4,4,4,5,4,4,4,3,4
0901ErEas,6,,,,,,1,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,1,,
1111jeara,122,4,4,4,3,3,2,3,3,2,3,3,4,4,2,3,4,3,2,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4
0712HeNov,95,1,2,3,1,4,2,4,2,2,2,1,2,3,1,1,1,3,1,1,1,1,3,4,3,4,4,4,5,4,3,3,3,4,4,4,4
0608YaFei,91,2,2,2,3,3,2,3,2,3,2,2,2,3,2,3,3,3,3,3,4,3,2,3,2,2,2,2,2,2,3,3,3,3,2,3,2
[Decline to Answer],100,1,2,2,3,1,2,4,3,3,4,3,3,4,1,1,1,3,3,3,3,1,3,3,3,4,3,3,4,3,3,5,2,3,3,3,4
0826napin,115,3,3,3,4,5,1,5,3,3,1,2,3,4,2,3,3,2,3,3,1,1,5,5,4,5,4,3,5,3,3,5,3,3,3,3,3
0510cacho,95,1,1,2,4,4,1,2,5,3,1,1,2,3,1,1,1,3,2,4,3,2,4,4,1,2,2,3,5,4,4,5,2,5,4,1,2
0509moMan,86,1,2,2,1,2,1,2,2,1,2,1,2,3,1,3,2,2,1,1,2,2,3,3,3,4,4,4,4,4,1,2,4,4,3,3,4
0228kisou,108,4,3,5,5,5,5,5,4,4,2,3,3,4,2,5,3,4,3,3,4,3,2,3,1,2,2,2,2,2,2,2,1,2,2,3,1
0808krBat,87,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,5,4,4,5,4,4,5,5,4,4,4,2
0721CeEas,99,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3
0731elval,86,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4
0918JuChe,76,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,4,4,4,4,4,4,1,3,4,4,4,4,4,2,1
0512chwuh,73,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
1002CaSan,71,2,1,2,1,4,1,2,1,4,1,1,4,4,1,1,1,3,1,1,1,1,3,4,2,3,2,2,1,4,2,1,2,3,2,1,1
0621AmHen,99,2,3,2,1,4,3,4,3,3,2,3,2,2,1,1,1,2,2,1,2,1,4,4,3,3,3,3,5,5,2,4,3,5,3,3,4
0816SuMir,89,3,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1105xqbis,85,2,2,3,3,2,2,2,2,2,1,2,2,3,2,2,3,2,3,2,2,2,2,2,3,3,4,4,2,2,2,4,3,2,2,2,2
0709ErNar,92,1,1,2,1,2,1,1,3,2,1,1,2,2,1,1,1,2,1,1,2,1,4,4,4,5,4,4,5,4,4,3,4,4,3,5,5
0126AySta,97,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5
0113MiMou,96,2,2,3,3,3,2,3,3,2,2,2,3,3,2,2,1,3,2,3,2,1,3,4,2,3,4,3,3,3,4,3,3,3,3,3,3
0805YuNiw,100,2,2,4,3,4,3,4,4,2,2,2,2,3,1,2,1,3,2,2,2,1,3,4,2,4,4,3,3,4,3,3,4,3,3,3,3
0614EsMia,95,2,1,3,3,1,2,2,4,3,3,3,3,3,1,1,1,2,1,1,1,1,2,3,5,4,4,3,4,4,3,4,4,4,1,4,4
0111sheve,93,1,3,3,2,2,3,2,2,2,2,2,2,3,1,2,2,2,1,2,2,2,2,3,3,4,4,3,3,3,3,4,3,4,3,4,4
1019LoHig,76,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,3,4,3,3,3,3,4,4,3,4,4,3,3,3,4
0114LuPue,111,4,2,3,4,4,2,4,4,3,3,3,3,3,2,1,2,3,3,3,2,2,4,4,4,4,4,3,4,4,2,2,2,4,4,3,3
0914saurb,101,1,1,3,2,1,1,3,2,2,2,1,1,3,1,1,1,2,1,1,1,1,4,5,4,5,4,4,5,5,5,5,4,5,5,5,4
[Decline to Answer],93,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,5,4,5,4,4,5,5,5,5,5,5,5,4,5
1012erbis,98,2,1,1,4,3,1,3,2,3,2,1,2,2,1,2,2,3,3,4,3,1,4,3,3,4,4,4,4,4,3,3,3,4,3,2,4
1223JaFos,108,3,2,3,3,4,3,4,2,3,2,2,3,3,2,2,2,3,2,3,3,2,4,3,4,4,3,3,4,4,3,3,3,4,3,4,3
0403FaMEF,96,3,2,3,2,3,4,3,2,3,2,3,2,3,2,3,3,4,2,4,3,3,2,2,3,3,3,2,2,3,4,3,2,2,2,2,2
0414MiThu,83,2,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,4,3,4,5,4,4,3,3,3,4,4,4,1,3,4
0907ALLIB,104,2,2,4,4,3,3,3,4,2,2,3,4,2,3,3,2,4,4,3,4,3,3,2,2,3,3,3,3,3,4,1,3,3,1,2,4
0425kawas,116,3,4,4,3,4,4,4,3,3,3,3,2,4,2,2,2,3,2,2,3,3,3,3,3,4,4,4,4,4,3,4,3,4,4,3,3
0338lasco,109,1,5,2,1,4,5,4,4,2,1,1,2,3,1,2,4,4,1,3,3,2,4,3,3,4,3,4,3,4,4,4,3,4,3,4,4
0820LeMir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0220rohun,112,3,2,5,3,4,3,3,3,3,2,2,2,3,3,4,3,4,2,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3
0328wefo,101,2,1,3,3,2,1,3,2,2,2,1,2,3,3,2,4,2,2,1,2,2,4,4,4,4,4,4,5,4,4,4,3,3,3,2,4
0728LiCas,92,3,2,2,4,2,2,3,3,2,3,2,2,4,1,1,1,3,1,1,2,1,3,2,3,4,3,2,3,4,3,3,4,3,3,4,3
0928sacen,102,2,4,4,3,4,5,4,3,3,3,2,3,2,2,2,3,3,3,2,2,3,3,2,3,2,2,2,4,2,2,3,2,3,3,4,3
0815HuFos,105,3,1,2,2,2,1,2,1,2,2,2,3,2,2,4,2,2,2,1,4,2,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
0717GlMir,94,1,1,3,2,1,2,1,3,4,1,2,2,3,2,1,1,2,2,1,2,1,3,4,4,4,4,4,4,4,2,4,4,4,4,3,4
1210SaJen,98,2,2,1,2,2,1,2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
0610ThSac,91,1,2,2,2,2,3,3,3,2,2,1,2,1,1,1,1,3,2,3,3,1,3,4,3,3,4,2,3,4,3,4,5,4,1,4,3
0225ErOly,93,1,1,2,1,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,5,4,5,5,5,4,5,4,4,4,4,5,4,4,4
1109brcol,92,2,2,3,2,2,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1017MaLeg,94,2,1,3,3,2,1,3,3,3,3,2,4,4,1,1,2,2,1,1,2,1,3,3,3,4,3,3,4,4,3,3,3,4,3,3,3
0409BaNew,91,1,1,1,1,3,1,2,1,2,2,2,2,3,1,1,1,1,1,1,1,1,4,3,4,5,4,4,4,4,4,4,4,4,4,4,5
[Decline to Answer],88,1,1,2,3,1,2,2,1,1,1,3,2,2,1,1,1,3,1,3,3,2,4,4,3,3,3,3,3,3,3,4,3,4,4,4,3
01BeRed,85,1,1,1,2,2,1,1,2,3,2,1,2,2,1,1,1,1,1,1,1,1,4,3,4,5,5,4,4,4,2,4,4,4,1,4,4
0921jewoo,114,4,4,4,4,5,4,5,3,4,3,3,3,4,2,4,2,2,4,2,3,3,3,2,3,4,3,3,3,2,2,2,2,3,3,3,4
0510RuMon,107,4,4,5,4,5,5,4,5,1,1,2,2,1,3,2,3,3,4,3,3,3,3,2,3,3,3,3,4,1,2,2,1,4,1,4,4
0304PaNew,94,2,1,2,3,3,2,3,3,3,2,1,2,2,1,3,1,2,1,1,3,1,3,3,3,4,4,3,4,4,4,4,2,4,3,4,3
1218MoNot,103,2,3,4,3,4,3,4,3,2,2,2,3,3,1,3,3,3,1,2,3,2,3,,3,4,4,4,3,4,4,3,2,3,4,3,3
0927SuEde,102,1,3,3,3,3,2,4,3,3,2,1,3,3,1,2,1,3,1,1,1,1,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4
0410LeGra,109,3,4,4,4,3,3,5,4,3,2,2,3,3,2,3,2,3,2,1,2,3,3,4,2,3,3,3,4,3,3,4,3,3,4,3,3
[Decline to Answer],108,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0711ivtel,98,2,2,3,2,3,3,4,3,1,1,2,1,1,1,1,1,2,1,2,2,1,4,4,4,4,4,4,5,3,3,5,4,4,4,3,4
0614SuNor,95,2,1,2,3,3,1,3,2,2,1,1,1,2,1,1,1,3,1,1,2,1,4,4,4,4,4,4,4,4,3,5,3,5,4,4,4
0724LaChe,116,2,2,5,4,5,3,4,4,5,4,4,5,5,4,3,4,5,4,5,4,5,1,3,2,1,1,2,2,3,2,1,2,3,4,2,1
1022DaCha,95,3,2,4,4,4,2,3,3,3,1,1,4,3,2,4,2,4,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2
0630MyPou,108,2,3,3,3,2,1,3,3,2,2,1,2,3,3,2,2,3,2,3,3,2,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4
0919ShHal,113,5,1,5,2,3,1,2,2,2,2,1,3,4,1,5,2,2,2,1,1,1,4,5,4,4,5,5,4,5,4,4,4,3,5,4,5
0101heeas,92,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,4,3,4,4,4,4,5,4,4,5,4,4,4,4,4
0725EvFus,87,2,1,1,2,2,1,2,2,3,1,1,2,3,1,2,1,3,1,3,4,1,3,3,1,3,2,3,4,4,5,4,3,4,4,3,2
0921MIMOU,91,1,1,2,2,2,1,2,2,3,2,1,2,2,1,2,1,2,1,1,1,2,4,3,4,4,4,4,4,4,2,4,4,4,4,4,4
1216edasf,100,1,1,2,3,2,1,2,2,4,3,3,,3,1,1,1,2,1,1,1,1,5,3,5,5,4,5,5,4,4,4,4,4,4,3,5
1124ClEve,90,1,1,3,2,3,1,3,3,1,1,1,1,3,1,1,1,2,3,1,1,1,4,4,4,4,4,4,4,1,3,4,4,4,3,4,4
1024raeas,97,1,2,3,2,3,2,3,2,3,4,2,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,2,3,2,2,3,3,2,2,3,3
1213JoReg,83,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,4,5,3,5,3,5,4,4,5,4,1,4,5,4,1
0320AlMen,121,4,4,4,4,5,3,5,4,3,2,3,2,2,3,3,3,3,3,4,3,4,3,5,4,3,3,3,3,4,4,2,2,5,3,3,3
0221CaLyn,102,3,2,3,3,3,3,4,2,1,1,1,3,2,2,2,2,3,2,2,3,2,4,4,3,4,4,4,4,4,2,4,3,3,3,4,3
0810tatak,92,2,4,3,2,4,2,3,3,1,1,3,2,1,2,1,2,3,3,3,3,2,2,2,3,3,3,2,3,4,3,2,3,3,3,3,3
1024SuGre,98,3,3,3,4,4,3,4,4,2,2,2,4,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
0524CaAma,102,3,4,5,2,3,3,4,3,3,1,1,2,2,3,4,4,4,4,4,4,4,2,3,2,2,2,1,2,3,3,3,2,3,3,2,2
0912JeBar,100,1,1,3,2,3,1,3,2,4,2,1,3,4,1,1,1,3,1,1,2,1,4,3,4,4,4,4,4,4,4,5,4,4,4,3,4
0811shste,95,1,2,3,2,3,2,3,3,3,2,2,3,3,2,2,3,3,1,3,3,2,2,4,3,4,2,3,4,2,3,3,3,4,1,3,3
0702CaEas,95,1,2,3,1,2,1,3,1,1,3,1,1,2,1,1,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4
0714NaLon,97,2,3,3,2,3,4,4,3,3,1,2,3,3,1,1,1,2,2,1,1,1,4,3,4,4,4,4,3,3,2,3,3,4,3,3,4
0306MaPin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0614kawal,113,1,3,4,3,4,3,4,3,3,2,3,3,3,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,5,3,4,4,4,4
1225LiThu,92,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,4,4,4,5,5,4,5,4,3,5,4,4,5,4,5
1001LiNor,106,3,4,4,3,4,4,5,4,3,2,1,3,3,2,2,3,2,3,1,3,2,3,2,3,3,3,3,3,3,2,4,3,3,3,3,4
0525CaBec,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
0908PaEas,87,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,4,4,5,5,4,4,4,4,5,4,4,4,4,5
0207ShRal,89,2,1,3,3,3,1,2,3,1,2,2,2,2,1,1,2,2,1,1,1,1,4,3,4,4,3,3,3,4,3,4,3,3,4,3,4
1227AsMir,122,3,3,4,3,4,3,4,4,2,2,1,2,3,1,2,2,2,1,2,2,2,5,5,5,5,5,4,5,5,4,5,4,4,5,5,4
0327LiXav,119,4,3,4,4,4,4,4,4,5,3,4,4,4,4,4,2,4,3,4,4,4,3,2,2,2,3,3,3,2,4,2,2,4,3,2,2
0611ViNor,87,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,4,4,4,4,4,5,5,4,4,5,5,4,4,4,4
1110MaMos,74,2,1,1,3,2,1,1,4,2,2,1,1,2,2,1,1,2,1,1,1,1,3,4,3,3,3,3,2,2,2,3,2,3,2,4,2
0303KiLyd,92,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
[Decline to Answer],110,3,2,3,3,4,2,3,3,3,3,3,3,3,1,1,1,3,1,2,3,1,3,5,4,4,4,3,4,5,4,4,3,4,4,4,4
1006ShHol,106,2,1,3,2,3,2,3,3,4,4,3,3,4,1,1,1,2,1,2,2,1,3,3,4,4,4,4,5,4,4,5,3,4,5,3,3
0810mipea,78,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,3,4,4,3,3,4,4,4,4,4,3
1015JaAgo,96,1,1,2,1,2,2,3,1,2,2,1,1,1,1,4,1,3,1,1,1,1,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4
1128AnHer,93,2,3,2,4,4,2,3,3,4,4,2,3,4,2,4,2,3,1,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0722RoDel,107,2,3,2,2,3,4,3,3,2,1,1,2,3,1,1,1,2,1,2,1,1,4,4,4,4,4,4,5,5,4,5,5,5,5,4,4
0110SuHol,108,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0102SaGra,91,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,3,4,2,2,1,4,5,4,4,4,5,5,5,5,4,4,5,1,1,3
0821ChMcC,85,1,1,1,3,1,1,3,2,2,2,1,2,1,2,1,1,2,2,1,2,1,4,3,4,5,4,4,3,3,3,4,3,4,2,2,4
1001chcas,98,3,1,2,2,3,1,2,3,3,2,1,3,3,1,2,2,3,2,1,3,1,4,4,4,4,4,3,3,4,3,4,3,4,3,3,4
0720ChLak,94,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,3,3,1,1,2,1,4,3,4,4,4,3,4,4,4,5,4,5,4,4,4
0404LaSil,93,1,1,1,2,2,1,1,2,2,2,1,2,4,1,1,1,2,2,1,2,1,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4
1001SuSou,78,2,1,1,1,3,1,3,2,1,2,1,2,2,1,1,2,2,3,1,2,1,3,3,1,3,3,3,4,3,3,4,2,3,3,3,2
0602KeLov,95,3,1,1,1,4,1,4,3,1,2,2,2,3,2,1,1,3,1,1,2,1,4,3,3,3,4,4,3,4,4,4,4,4,4,3,4
0604ApFru,93,1,1,3,1,1,1,4,2,2,1,1,1,3,1,1,1,3,1,1,3,1,4,4,3,4,4,3,4,5,4,3,3,5,5,5,3
1111KiGle,90,1,2,1,2,2,1,3,3,3,1,1,1,2,1,1,1,1,1,1,2,1,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4
1005rogle,82,2,2,3,2,3,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2
1109AuGree,103,2,1,4,4,3,2,3,5,4,3,3,3,5,1,1,2,2,2,1,2,1,4,3,3,4,4,2,3,3,2,4,4,3,2,3,5
0607CaFai,94,3,1,3,2,3,1,4,3,3,3,1,3,3,2,3,1,3,3,1,2,2,3,4,3,3,3,3,3,4,2,3,3,3,2,2,3
0817MaMis,97,1,1,4,3,3,2,3,4,2,2,1,2,3,1,1,1,1,2,1,2,2,5,2,5,5,5,5,5,4,1,4,5,4,1,,4
1024shhem,109,3,1,2,3,2,2,4,3,3,4,3,4,4,1,1,1,3,1,2,3,2,4,4,4,4,4,4,5,3,4,5,3,4,3,2,4
1101ReSie,66,1,1,2,2,1,1,1,2,2,2,2,3,2,1,2,1,1,2,,2,1,3,2,2,3,2,1,3,2,2,2,3,2,2,1,4
1125KiLit,88,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5
0816NaHop,74,1,2,1,3,2,2,4,2,1,1,1,1,3,1,1,1,3,1,2,3,1,3,,1,3,2,1,3,3,1,4,4,2,3,3,4
0506JaRad,92,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,4,4,4,4,4,5,5,5,5,5,5,4,4,5
[Decline to Answer],49,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,3,1,2,3,1,2,1,1
0409ElHop,121,4,5,5,5,5,5,5,5,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
Kitten0623,122,2,5,5,4,4,5,5,3,4,5,4,4,5,3,4,1,5,2,5,4,3,3,4,2,3,3,2,2,3,2,3,2,3,3,3,2
0207DeLit,96,1,2,1,3,3,1,2,2,3,2,2,3,2,1,1,1,2,1,2,2,1,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4
0711KrDou,97,3,2,3,3,3,2,3,4,2,2,1,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3
0927koleg,96,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,3,2,2,1,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4
tablo,81,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,4,4,4,4,3,4,3,4,3,4,4,3,5
0207HoFoc,94,4,4,3,3,4,3,4,3,3,1,2,3,2,2,3,3,3,2,2,3,1,2,3,2,3,2,2,2,3,4,2,2,2,3,1,3
0101CrMou,102,3,2,2,3,3,2,3,2,3,2,1,2,3,1,1,1,3,1,1,2,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5
0202MeHar,94,2,2,2,2,2,1,2,2,2,2,2,3,4,2,2,2,2,2,2,2,,4,4,3,4,3,3,4,3,3,4,3,3,4,3,4
0915karoc,72,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0118CaThu,85,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,4,5,4,3,4,4,3,5,3,5,4,4,5
1022nocdm,100,3,1,2,2,4,2,2,1,2,3,3,3,3,1,1,2,2,1,1,1,2,4,3,4,4,4,4,3,3,4,5,4,4,4,4,4
0118KeChe,86,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,2,3,1,3,3,3,3,4,3,5,3,2,5,2,4,3,5,4
0516KrRoc,81,1,1,1,1,2,1,3,2,1,2,1,2,2,1,3,1,2,1,1,1,1,1,4,3,4,3,4,4,4,2,4,3,4,4,3,3
1203RoFai,127,3,3,5,3,4,4,4,4,4,4,3,4,4,3,3,4,4,3,3,4,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3,4
[Decline to Answer],95,2,2,2,1,2,1,3,2,3,2,1,2,2,1,2,1,1,1,1,1,1,4,4,4,5,5,4,4,3,3,5,4,4,4,4,4
[Decline to Answer],103,2,1,2,3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,1,2,1,5,3,4,4,3,4,4,4,3,4,4,4,4,3,5
0620ElSta,98,2,1,1,2,4,2,4,3,3,3,1,2,3,1,1,1,2,1,1,1,1,4,4,4,4,4,4,5,3,3,4,4,4,4,3,4
1221nahar,101,3,1,2,2,3,3,3,4,2,2,1,2,2,1,3,1,2,1,1,2,1,4,4,4,4,4,3,4,4,3,5,4,5,4,3,4
0111gariv,84,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4
1202SaPin,83,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,3,4,3,4,4,3,4,3,3,4,4,4,4,4,4
[Decline to Answer],76,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,4,4,4,4,5,5,2,4,4,4,1,3,4
1021KiRoc,91,1,1,2,2,1,1,1,3,3,3,3,1,2,1,1,1,2,1,1,2,1,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4
1031gapal,112,1,3,3,1,3,4,5,3,1,1,1,1,1,1,1,1,2,1,2,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
0603ViRal,93,3,2,3,3,4,2,3,3,1,3,3,2,3,1,1,2,2,1,1,2,1,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3
[Decline to Answer],92,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,4,4,5,4,5,4,4,4,5,5,4,5,4,4,5
0503KiPea,106,2,2,3,2,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
0908ermoh,102,1,1,1,2,2,1,1,1,1,2,1,2,4,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
0808BeEri,98,1,2,2,2,3,1,3,4,2,2,1,3,2,2,3,1,3,1,3,3,1,4,4,4,4,3,2,4,3,2,4,3,4,4,4,4
0730cheve,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,3,4,4,4,5,4,5,4,4,4,3
0703teeas,101,2,3,3,3,4,4,3,4,3,2,1,4,2,1,4,1,4,1,2,3,1,3,3,2,4,3,3,4,2,3,3,3,3,3,4,3
0131CiGra,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,5,4,4,3,3,2,4,4,4,3,4,5
0816WeEas,90,1,2,3,3,3,3,3,3,2,1,1,2,2,1,2,1,3,1,1,3,1,3,2,2,3,3,3,3,4,2,4,4,4,4,3,4
1218brara,89,1,2,1,1,3,1,2,2,3,3,1,1,3,1,1,2,2,1,1,1,1,3,3,4,4,3,3,5,4,4,4,3,4,4,3,4
0716lyeas,80,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,4,5,3,4,3,4,5,5,5,4,3,4,4
0503METAG,100,1,2,2,1,4,1,4,4,4,3,2,4,3,1,1,1,2,3,1,2,1,4,4,3,4,4,4,4,4,1,4,2,4,4,3,4
0328albish,90,1,2,2,2,1,2,3,2,1,1,1,1,2,1,1,2,2,1,2,2,1,3,3,4,4,4,4,4,4,3,5,3,4,4,4,4
0806lefai,107,2,3,3,3,3,3,3,2,3,2,2,3,3,3,4,3,2,2,3,3,2,3,3,3,4,3,3,3,3,3,4,3,5,4,3,3
1103NaLew,100,2,1,4,1,2,1,3,2,2,1,,3,3,2,1,1,2,2,1,2,1,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4
1007AmNot,80,1,1,2,1,3,1,3,2,1,1,2,2,2,1,2,1,2,1,1,1,1,3,4,2,3,3,2,3,4,4,3,3,4,3,3,4
0819SaEas,77,2,3,1,1,2,1,1,2,1,2,1,3,2,2,2,1,1,2,1,1,1,3,3,3,3,4,3,3,3,3,3,2,3,2,3,3
0326LiCol,101,3,3,4,4,4,2,4,4,2,2,2,4,2,2,2,2,4,2,3,4,2,3,3,2,3,2,2,3,3,2,2,3,4,2,3,3
0711DeLos,79,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,3,1,2,2,1,3,3,3,3,3,2,3,3,3,3,3,3,3,2,4
0228cacor,99,4,1,3,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,4,5,4,5,5,4,4,4,5,5,5,5,5,5
1007yiche,82,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1
1208KrDaw,117,4,4,5,4,5,5,5,4,4,4,4,4,4,5,4,4,5,5,5,5,5,2,2,1,2,1,1,3,2,2,1,1,1,1,1,2
